Date,Close,High,Low,Open,Volume,Ticker
11/24/2021,1784.099976,1793,1781.400024,1793,188,GC=F
11/26/2021,1785.300049,1791.400024,1785.300049,1791.099976,186800,GC=F
11/29/2021,1782.300049,1798.900024,1779.099976,1791.699951,26926,GC=F
11/30/2021,1773.599976,1808.099976,1768.699951,1783.900024,4903,GC=F
12/1/2021,1781.599976,1790.5,1772.300049,1774.800049,1128,GC=F
12/2/2021,1760.699951,1780.900024,1760.599976,1780.900024,1557,GC=F
12/3/2021,1782,1785.099976,1766.5,1767.5,694,GC=F
12/6/2021,1777.5,1783,1777.199951,1780.199951,381,GC=F
12/7/2021,1782.599976,1786.099976,1772.300049,1779.5,308,GC=F
12/8/2021,1783.400024,1789.900024,1779,1789.900024,1383,GC=F
12/9/2021,1774.599976,1783.5,1771.800049,1783.5,455,GC=F
12/10/2021,1782.900024,1785.400024,1769.099976,1773.800049,545,GC=F
12/13/2021,1786.300049,1787.099976,1783.800049,1784.400024,206,GC=F
12/14/2021,1770.400024,1787,1769,1787,322,GC=F
12/15/2021,1762.599976,1778.699951,1753.900024,1767.400024,283,GC=F
12/16/2021,1796.599976,1798.099976,1781,1781,21,GC=F
12/17/2021,1803.800049,1812.900024,1803.800049,1804,654,GC=F
12/20/2021,1793.699951,1799.800049,1792,1796.800049,226,GC=F
12/21/2021,1787.900024,1796.5,1787.900024,1791.400024,575,GC=F
12/22/2021,1801.599976,1805.199951,1785.5,1786,567,GC=F
12/23/2021,1811.199951,1811.199951,1800.800049,1806,193,GC=F
12/27/2021,1808.099976,1812.099976,1807,1810,150,GC=F
12/28/2021,1810.199951,1818,1805.5,1812,146,GC=F
12/29/2021,1805.099976,1805.099976,1791.400024,1803.199951,623,GC=F
12/30/2021,1812.699951,1816,1796,1801.699951,306,GC=F
12/31/2021,1827.5,1827.800049,1821.400024,1825.099976,80,GC=F
1/3/2022,1799.400024,1830.099976,1798.800049,1830.099976,116,GC=F
1/4/2022,1814,1815.300049,1800,1800.5,38,GC=F
1/5/2022,1824.599976,1824.599976,1813.099976,1813.099976,8,GC=F
1/6/2022,1788.699951,1791.300049,1787.099976,1787.099976,30,GC=F
1/7/2022,1797,1797,1784.400024,1791.800049,17,GC=F
1/10/2022,1798.400024,1798.699951,1790.400024,1794.900024,534,GC=F
1/11/2022,1818.599976,1822.5,1803,1803.900024,743,GC=F
1/12/2022,1827.199951,1827.199951,1816.900024,1819,1547,GC=F
1/13/2022,1821.199951,1823,1815.400024,1819.800049,40,GC=F
1/14/2022,1816.5,1822,1816.5,1821.5,816,GC=F
1/18/2022,1812.300049,1820.099976,1812.300049,1816.800049,900,GC=F
1/19/2022,1843.099976,1843.099976,1817.400024,1817.400024,4,GC=F
1/20/2022,1842.5,1843,1838.199951,1840.599976,20,GC=F
1/21/2022,1831.800049,1842.400024,1828.900024,1838,19,GC=F
1/24/2022,1841.699951,1842.099976,1837.900024,1837.900024,8,GC=F
1/25/2022,1852.699951,1852.699951,1842,1843,11,GC=F
1/26/2022,1829.900024,1829.900024,1829.900024,1829.900024,55,GC=F
1/27/2022,1793.300049,1793.300049,1793.300049,1793.300049,196036,GC=F
1/28/2022,1784.900024,1798.400024,1778.800049,1797.5,28521,GC=F
1/31/2022,1795,1798.5,1785.099976,1788.5,1735,GC=F
2/1/2022,1800.300049,1806.099976,1797.099976,1797.199951,223,GC=F
2/2/2022,1809.199951,1810.099976,1795.099976,1797.800049,1690,GC=F
2/3/2022,1803,1808.099976,1787.900024,1805.800049,466,GC=F
2/4/2022,1806.599976,1813.699951,1792.5,1806,571,GC=F
2/7/2022,1820.599976,1821.300049,1809.099976,1812.199951,601,GC=F
2/8/2022,1826.599976,1827.599976,1815,1818.900024,108,GC=F
2/9/2022,1835.199951,1835.199951,1825.300049,1825.400024,683,GC=F
2/10/2022,1836.199951,1842.099976,1820.800049,1833.300049,365,GC=F
2/11/2022,1840.800049,1864.800049,1822,1822,181,GC=F
2/14/2022,1868,1870.599976,1854.599976,1861.800049,79,GC=F
2/15/2022,1854.800049,1879.699951,1847.400024,1872.599976,86,GC=F
2/16/2022,1870.199951,1870.199951,1856.300049,1858.699951,34,GC=F
2/17/2022,1900.699951,1900.699951,1876.199951,1876.300049,393,GC=F
2/18/2022,1898.599976,1899.400024,1890.699951,1899.400024,51,GC=F
2/22/2022,1906.099976,1912,1890.800049,1908.099976,173,GC=F
2/23/2022,1909.199951,1910.599976,1895.699951,1896.599976,73,GC=F
2/24/2022,1925.099976,1972.5,1911.699951,1911.900024,2706,GC=F
2/25/2022,1886.5,1920,1883.599976,1906.900024,586,GC=F
2/28/2022,1899.400024,1928.400024,1894.199951,1928.300049,390,GC=F
3/1/2022,1942.400024,1942.400024,1903.800049,1908.300049,547,GC=F
3/2/2022,1920.900024,1948.199951,1919.800049,1945.599976,109,GC=F
3/3/2022,1934.400024,1940.300049,1924.800049,1930.5,122,GC=F
3/4/2022,1965.099976,1970.900024,1935.599976,1937,47,GC=F
3/7/2022,1993.900024,2001.099976,1963,1989,2516,GC=F
3/8/2022,2040.099976,2072,1998,1999.400024,1813,GC=F
3/9/2022,1985.900024,2063,1980.800049,2053.600098,1022,GC=F
3/10/2022,1998.099976,2010.5,1978.099976,1978.099976,670,GC=F
3/11/2022,1982.699951,1996,1959.900024,1985,865,GC=F
3/14/2022,1959.599976,1977.699951,1959.599976,1976.5,145,GC=F
3/15/2022,1928.5,1939.900024,1910.699951,1939.800049,71,GC=F
3/16/2022,1908,1922.400024,1907.199951,1922.400024,104,GC=F
3/17/2022,1942.099976,1947.199951,1933.900024,1933.900024,39,GC=F
3/18/2022,1928.199951,1939.300049,1928.199951,1934.5,28,GC=F
3/21/2022,1928.599976,1928.599976,1925,1925.400024,5,GC=F
3/22/2022,1920.699951,1920.699951,1920.699951,1920.699951,26,GC=F
3/23/2022,1936.599976,1936.599976,1936.599976,1936.599976,204,GC=F
3/24/2022,1961.599976,1964,1961.599976,1963.599976,8,GC=F
3/25/2022,1953.800049,1953.800049,1953.800049,1953.800049,83,GC=F
3/28/2022,1939.599976,1939.599976,1932.599976,1932.599976,7,GC=F
3/29/2022,1912,1912,1893.5,1893.5,128051,GC=F
3/30/2022,1933.5,1937,1914.5,1918.400024,17765,GC=F
3/31/2022,1949.199951,1949.900024,1919.099976,1933.5,3617,GC=F
4/1/2022,1919.099976,1938,1917,1935,1016,GC=F
4/4/2022,1929.199951,1936.099976,1915.599976,1921.199951,371,GC=F
4/5/2022,1922.900024,1943.5,1918.400024,1927.099976,412,GC=F
4/6/2022,1918.400024,1931.800049,1916.699951,1916.699951,138,GC=F
4/7/2022,1933.800049,1934.800049,1919.5,1919.5,311,GC=F
4/8/2022,1941.599976,1947.699951,1928.800049,1928.800049,153,GC=F
4/11/2022,1944.300049,1968.400024,1941.800049,1946.599976,163,GC=F
4/12/2022,1972.099976,1977.099976,1950.599976,1952.5,246,GC=F
4/13/2022,1981,1981,1969.5,1969.5,204,GC=F
4/14/2022,1970.900024,1978.699951,1963,1977.199951,101,GC=F
4/18/2022,1982.900024,1997.099976,1972.800049,1973.400024,196,GC=F
4/19/2022,1955.699951,1978.300049,1945.699951,1973.800049,130,GC=F
4/20/2022,1952.300049,1953.599976,1945.5,1945.5,621,GC=F
4/21/2022,1944.900024,1944.900024,1942.5,1942.5,4,GC=F
4/22/2022,1931,1950.400024,1930.199951,1949.599976,178,GC=F
4/25/2022,1893.199951,1925,1889.300049,1925,748,GC=F
4/26/2022,1901.400024,1909.099976,1894,1900.5,302,GC=F
4/27/2022,1885.900024,1900.599976,1882.199951,1897.800049,1786,GC=F
